,review_date,review_title,review_text,rating,date_of_stay,trip_type,reviewer_name,contribution,help_full_votes,location_reviewer,Location_rating,Service_rating,Cleanliness_rating,Rooms_rating,Sleep_Quality_rating,Value_rating
2497,Sep 2012,A wonderful stay,"I was at this hotel for business. I stayed for 8 weeks, the staff was wonderful, helpful and attentive, the food was excellent with a lot of choices, Indian, American, Asian, etc. Very clean. The value was incredible. I liked my stay here better than the Westin.",4.0,July 2012,business,MommasOnTheMove,25,13,"Cedar Rapids, Iowa, United States",4.0,4.0,4.0,4.0,4.0,5.0
2498,Sep 2012,Service Fit for a King / President or VVIP,"I stayed for a total of 30 days at the LemonTree HYD and I must admit that it was a greater experience than I could have ever imagined. This was my first trip to India and I'm a very conservative American eater. To be honest, I arrived with a little disappointment since there were some known alternative hotels which I was told provided more of an 'American' experience in regards to food; and I wasn't able to work anything out with them. Initially, I didn't give LemonTree much of a chance. I went to my first breakfast but quickly walked out without eating anything; even though the assortment of options were very vast and diverse. I'm just not a huge fan of Indian cuisine and I have no tolerance for spicy foods. After a couple days, the strangest thing happened to me. 2 senior managers from the LemonTree showed up at my office to meet with me. They had noticed that I haven't been eating and wanted to know how they could be of assistance. They asked me what I like to eat and ensured me that they'd be able to cater meals based on my preferences. The next day, the head chef and a senior chef was knocking on my room door asking what I wanted for my meals throughout the day and week. All of this was amazing to me. I have stayed at many hotels all over the world, but this type of service was unprecedented. From that day forward, I was able to pick and choose what I wanted and the senior chefs were always the ones who followed up to ensure I was happy. This experience was all I needed to appreciate LemonTree, but there are so many more things to like. The pool area is very nice though it could use some more lighting at night. The hotel is very, very clean and I was impressed by the same-day laundry and next-day cleaners services. The front desk is very helpful and offers quick and inexpensive currency exchange. The location is ideal if you work for a technology company. The use of the cabs are relatively expensive (compared to other available less-convenient options); even if you are taking short trips; but the drivers are very friendly and helpful if you are a tourist. The only essential thing missing is a computer center; and you'll find it challenging to print anything (especially if you want to print something confidential); so be prepared to have a backup plan. Overall, it was a very good experience. Being a native New Yorker, I'm used to smiles and greetings being hard to come by. But at this place, you'll be overwhelmed by it.",5.0,June 2012,business,DeHarvy,1,1,"New York City, New York",5.0,5.0,5.0,5.0,5.0,5.0
2499,Sep 2012,"3 months, felt like home after awhile","I stayed in The Lemon Tree for 3 months. During that time I enjoyed the breakfast buffet, the pool, the slounge bar, and all of the restaurants and room service. I must say that I was made to feel welcome, the staff all knew my name and made those little small efforts that make The Lemon Tree stand out amoungst competetors. I was given a room upgrade, and 24 hour internet, which I greatly needed because of my work. The room was always clean and tidy. I would stay at The Lemon Tree again without question.",5.0,May 2012,business,Chessnut64,3,,"King, North Carolina",5.0,5.0,5.0,5.0,5.0,5.0
2500,Sep 2012,Nice Hotel with Gr8 Amenities & Services,I Stayed for 2 Days at Lemontree Hyd.I Must say they Provide Best Service for their Guests.I Liked the Room its Cleanness & the Privacy they provide.Hotel Best Feature was they offer Mid Night Dining service.,4.0,September 2012,couple,Shivendra S,2,,Pune,3.0,4.0,5.0,4.0,4.0,5.0
2501,Aug 2012,"Well maintained property, Not so VFM!","Location - Well located. Offers good connectivity to corporate clientele. Some good restaurants, fast food outlets, and a big shopping mall very near by.

Staff - Well trained and courteous. Hassle free check in & Check out.

Hygiene - Top notch.

Food - Costly like any other hotel of same standard. Portion sizes are disappointing. Good variety in complimentary breakfast.

Floors - Well maintained and very serene.

Rooms - A bit small. Rooms on top floor offers a very good view. Wash rooms are spotless though a bit congested.

Pricing - Fair.

Suits well for business travellers.",4.0,November 2011,couple,chaitanya3011,141,99,"Bengaluru, India",5.0,5.0,5.0,4.0,5.0,3.0
2502,Aug 2012,Nice rooms,A good 5-star hotel for office related travel. Rooms are nice and located near to most of the companies. The swimming pool on the 11th floor is one of the most attractive features of this hotel along with the mid-night cafe.,4.0,August 2012,friends,kbasu13,12,1,"Bengaluru, India",4.0,3.0,4.0,4.0,5.0,3.0
2503,Aug 2012,Excellent Service by Lemontree,"I stayed for total 15 Days in Lemontree, the service was excellent. I was totally happy with the service and In room dining especially. I found few people are very good in receiving customers, which gives a plus point to your Hotel. I really appreciate them by taking their name individually, Sarita Thakur, Swaraj and Dinesh. Thank you guys for making my stay very comfortable. You guys were very helpful during my stay in Lemontree. Because of you guys I will definitely suggest my friends for their stay in Lemontree.",5.0,July 2012,business,IrshadMohammed,1,,"Hyderabad, Andhra Pradesh, India",5.0,5.0,5.0,5.0,5.0,5.0
2504,Aug 2012,LemonTree Hotel - July 2012,"I stayed for 12 days on a business trip. Hotel fantastic, food excellent, and fantastic service? Staff very friendly and went out of their way to help. Buffet breakfast and evening meal in Citrus restaurant were excellent.",5.0,July 2012,business,AnneMcCormick,1,,"Melbourne, Australia",5.0,5.0,5.0,5.0,5.0,5.0
2505,Jul 2012,Simple. Tasteful.,"I was at the Lemontree for two months and thoroughly enjoyed my stay. The hotel was clean, the food good and the staff superb. I felt well taken care of. My only complaint is that thought the hotel restaurants were very good, none of them served alcohol. I would have enjoyed a beer after work with my dinner.",5.0,July 2012,,ButchL62,16,2,"Phoenix, Arizona",5.0,5.0,4.0,5.0,,5.0
2506,Jul 2012,My Stay @ Lemon Tree HYD,"I almost stayed here for close to 3 months. Very warm and nice people. Hotel is very clean & neat,house keeping is excellent. There is a slounge to relax after your hard day's work. Break fast is served in citrus cafe, which is buffet and you get various kinds of eatables for your taste, very delicious. Only issue I had is lack of information amonst the hotel staff about offers to guests, especially for people in longer stay. They should give some good things complementary for such guests like me :). Over all a very happy with stay.",4.0,June 2012,business,Rakesh R,1,,hyderabad,4.0,5.0,5.0,5.0,4.0,4.0
2507,Jul 2012,Comfortable stay,"Stayec at the lemon tree in may'12. Comfortable and spacious rooms. Service was good too. The hotel is located near a mall and the biz hub of Hyderabad. The hotel also offers a 30 minute free wifi in he room, just hope that the Internet was free though. The breakfast in the hotel was just about ok.",4.0,May 2012,business,Traveler_1983_10,62,46,"Luzon, Philippines",5.0,4.0,5.0,4.0,4.0,4.0
2508,Jul 2012,All were happy with the service and food,"I hosted a small event to celebrate my son's birthday at Republic of Noodles in Hotel Lemon Tree. It is a clean hotel in Hitec city and convenient to many people within 10km radius. I was impressed with the quality of food and service. In fact, all the members of the event showered praises. It feels good to receive good feedback from friends / families who attend your party. Good luck Lemon Tree and Republic of Noodles!",4.0,July 2012,family,Indrasen,23,6,"Hyderabad, India",5.0,5.0,5.0,,,4.0
2509,Jul 2012,Great service and professional surroundings!,"Lemon Tree is an excellent choice for my business needs in HiTec City Hyderabad. I have stayed for about 3 weeks long on two separate occasions this year. My room is set up very comfortably - and all the furnishings are very fresh. There is plenty of bottled water in room. Wireless service is excellent when I forgot to bring my office air-card back to the hotel.

The restaurant staff is very attentive - after several days, the waiters at breakfast knew what I wanted and so I did not have to order myself. Buffet food is good - food in other hotel restaurants also fine. Lemon Tree is also close to other restaurants around HiTec City area so there are choices.

The gym is fabulous! Enough machines plus free weights for everyone. And extra clean and fresh smelling. Pool area on roof is pleasant and relaxing place to simply sit and have a cup of coffee in early morning after workout.

Lemon Tree is close to my company's office in Hyderabad HiTec city - so I can walk to work..or the hotel will shuttle me there. The car service from and to the airport is always on time and drivers very trustworthy.

Definitely a great choice and great value for business in HiTec City.",5.0,June 2012,business,akay2012,1,,"Parkland, Florida",4.0,5.0,5.0,4.0,4.0,5.0
